state,city,station,latitude,longitude,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783,2026-08-23 10:00:00,28.0,,14.0,,13.0,,12.0
Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",23.10844,77.511428,2026-08-23 10:00:00,19.0,3.0,38.0,23.0,84.0,67.0,5.0
Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238,2026-08-23 10:00:00,23.0,8.0,16.0,23.0,122.0,,31.0
Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",23.331731,75.045981,2026-08-23 10:00:00,,,44.0,,40.0,36.0,11.0
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431,2026-08-23 10:00:00,16.0,2.0,14.0,33.0,38.0,26.0,6.0
Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",24.58434363,80.8549414,2026-08-23 10:00:00,14.0,,13.0,14.0,70.0,50.0,
Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",23.1633321,75.800225,2026-08-23 10:00:00,28.0,9.0,10.0,36.0,53.0,42.0,2.0
Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.10122,74.73339,2026-08-23 10:00:00,7.0,,,13.0,27.0,12.0,
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.719516,77.000253,2026-08-23 10:00:00,19.0,8.0,13.0,10.0,52.0,34.0,11.0
Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",19.215784,73.199781,2026-08-23 10:00:00,11.0,3.0,30.0,2.0,67.0,33.0,26.0
Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.939198,77.765701,2026-08-23 10:00:00,23.0,2.0,5.0,6.0,31.0,19.0,5.0
Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.87562,75.38731,2026-08-23 10:00:00,27.0,1.0,13.0,19.0,44.0,29.0,7.0
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",19.8389439,75.244448,2026-08-23 10:00:00,30.0,7.0,10.0,14.0,49.0,50.0,27.0
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188,2026-08-23 10:00:00,24.0,1.0,14.0,10.0,38.0,30.0,5.0
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409,2026-08-23 10:00:00,40.0,16.0,16.0,2.0,15.0,13.0,10.0
Maharashtra,Beed,"Bir, Beed - MPCB",18.988474,75.753873,2026-08-23 10:00:00,10.0,2.0,10.0,9.0,33.0,,7.0
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721,2026-08-23 10:00:00,24.0,2.0,23.0,10.0,41.0,28.0,
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223,2026-08-23 10:00:00,25.0,8.0,6.0,27.0,30.0,31.0,3.0
Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971,2026-08-23 10:00:00,22.0,5.0,22.0,31.0,45.0,33.0,4.0
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.9629,79.298714,2026-08-23 10:00:00,25.0,1.0,13.0,9.0,33.0,27.0,10.0
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086,2026-08-23 10:00:00,40.0,,,5.0,,,3.0
Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.918946,74.776388,2026-08-23 10:00:00,7.0,1.0,9.0,11.0,35.0,26.0,
Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.2268427,73.0788456,2026-08-23 10:00:00,14.0,1.0,12.0,26.0,13.0,6.0,28.0
Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.710842,77.151824,2026-08-23 10:00:00,11.0,1.0,8.0,10.0,65.0,24.0,4.0
Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602,2026-08-23 10:00:00,12.0,1.0,4.0,13.0,32.0,29.0,2.0
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.854616,75.905894,2026-08-23 10:00:00,24.0,4.0,19.0,28.0,60.0,57.0,9.0
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",19.25292,73.142019,2026-08-23 10:00:00,,1.0,37.0,8.0,79.0,57.0,
Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",19.192056,72.9585188,2026-08-23 10:00:00,40.0,1.0,16.0,16.0,48.0,38.0,14.0
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872,2026-08-23 10:00:00,11.0,4.0,12.0,9.0,41.0,13.0,1.0
Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",16.7143745,74.2426398,2026-08-23 10:00:00,11.0,1.0,5.0,6.0,22.0,14.0,1.0
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",18.39963,76.57452,2026-08-23 10:00:00,11.0,3.0,10.0,10.0,40.0,22.0,5.0
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",18.1023399,73.4783687,2026-08-23 10:00:00,34.0,3.0,13.0,7.0,43.0,29.0,12.0
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",20.555712,74.529236,2026-08-23 10:00:00,8.0,,17.0,21.0,65.0,48.0,1.0
Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923,2026-08-23 10:00:00,12.0,2.0,4.0,4.0,26.0,28.0,3.0
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.053536,72.84643,2026-08-23 10:00:00,13.0,2.0,6.0,9.0,65.0,21.0,
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,2026-08-23 10:00:00,21.0,7.0,6.0,8.0,49.0,34.0,3.0
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895,2026-08-23 10:00:00,33.0,2.0,13.0,21.0,41.0,35.0,
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,2026-08-23 10:00:00,21.0,2.0,11.0,7.0,28.0,18.0,7.0
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",19.11074,72.86084,2026-08-23 10:00:00,13.0,1.0,5.0,9.0,36.0,20.0,12.0
Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,2026-08-23 10:00:00,37.0,16.0,10.0,,39.0,17.0,2.0
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,2026-08-23 10:00:00,,1.0,13.0,,30.0,26.0,7.0
Maharashtra,Mumbai,"Deonar, Mumbai - IITM",19.04946,72.923,2026-08-23 10:00:00,12.0,6.0,8.0,7.0,45.0,19.0,3.0
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2026-08-23 10:00:00,20.0,4.0,5.0,5.0,42.0,31.0,5.0
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718,2026-08-23 10:00:00,7.0,3.0,15.0,8.0,16.0,15.0,5.0
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324,2026-08-23 10:00:00,31.0,5.0,5.0,13.0,60.0,18.0,3.0
Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",19.1653323,72.922099,2026-08-23 10:00:00,40.0,1.0,11.0,9.0,45.0,13.0,7.0
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",19.0863,72.8888,2026-08-23 10:00:00,25.0,2.0,9.0,28.0,50.0,44.0,29.0
Maharashtra,Mumbai,"Malad West, Mumbai - IITM",19.19709,72.82204,2026-08-23 10:00:00,29.0,2.0,11.0,8.0,33.0,14.0,11.0
Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",18.96702,72.84214,2026-08-23 10:00:00,66.0,2.0,29.0,20.0,47.0,23.0,9.0
Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",19.1878657,72.8304069,2026-08-23 10:00:00,15.0,8.0,18.0,18.0,27.0,14.0,4.0
Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",19.175,72.9419,2026-08-23 10:00:00,,4.0,13.0,,,12.0,
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",18.897756,72.81332,2026-08-23 10:00:00,15.0,3.0,41.0,23.0,67.0,30.0,10.0
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,2026-08-23 10:00:00,19.0,3.0,,8.0,41.0,24.0,
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",19.060498,72.923356,2026-08-23 10:00:00,14.0,3.0,9.0,11.0,60.0,22.0,5.0
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,2026-08-23 10:00:00,2.0,1.0,11.0,13.0,38.0,12.0,
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",19.047,72.8746,2026-08-23 10:00:00,20.0,1.0,58.0,,13.0,10.0,5.0
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2026-08-23 10:00:00,38.0,1.0,5.0,8.0,63.0,,9.0
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21.121801,79.04952,2026-08-23 10:00:00,15.0,2.0,11.0,6.0,43.0,40.0,10.0
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",21.14472,79.107595,2026-08-23 10:00:00,18.0,2.0,9.0,5.0,55.0,42.0,10.0
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21.152875,79.0517531,2026-08-23 10:00:00,27.0,5.0,16.0,6.0,30.0,37.0,5.0
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21.143383,79.048912,2026-08-23 10:00:00,8.0,1.0,6.0,,41.0,43.0,3.0
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",19.173852,77.296291,2026-08-23 10:00:00,22.0,2.0,8.0,16.0,37.0,31.0,
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20.0073285,73.7762427,2026-08-23 10:00:00,27.0,3.0,5.0,19.0,23.0,17.0,6.0
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",20.021503,73.813844,2026-08-23 10:00:00,35.0,3.0,7.0,12.0,23.0,14.0,12.0
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",19.95022,73.73148,2026-08-23 10:00:00,21.0,3.0,5.0,7.0,23.0,19.0,2.0
Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",19.9591346,73.7788008,2026-08-23 10:00:00,14.0,2.0,4.0,7.0,15.0,12.0,6.0
Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2026-08-23 10:00:00,25.0,7.0,8.0,2.0,39.0,19.0,1.0
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,2026-08-23 10:00:00,70.0,1.0,43.0,9.0,51.0,15.0,15.0
Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",19.008751,73.01662,2026-08-23 10:00:00,,1.0,5.0,,33.0,25.0,
Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367,2026-08-23 10:00:00,11.0,4.0,5.0,4.0,33.0,19.0,14.0
Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2026-08-23 10:00:00,16.0,9.0,6.0,9.0,27.0,23.0,4.0
Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",19.063,73.1209,2026-08-23 10:00:00,43.0,9.0,12.0,10.0,40.0,33.0,3.0
Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",19.265594,76.761463,2026-08-23 10:00:00,12.0,0.0,5.0,22.0,28.0,19.0,
Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM",18.640051,73.848956,2026-08-23 10:00:00,32.0,,32.0,10.0,61.0,29.0,
Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",18.63673,73.82487,2026-08-23 10:00:00,12.0,2.0,17.0,2.0,27.0,29.0,1.0
Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",18.59051,73.77946,2026-08-23 10:00:00,16.0,2.0,15.0,7.0,34.0,22.0,
Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",18.614767,73.799516,2026-08-23 10:00:00,34.0,,23.0,7.0,51.0,22.0,
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",18.616318,73.765797,2026-08-23 10:00:00,27.0,5.0,,6.0,46.0,9.0,1.0
Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pune - IITM",18.664282,73.763966,2026-08-23 10:00:00,42.0,,45.0,12.0,52.0,25.0,
Maharashtra,Pune,"Dhankawadi, Pune - IITM",18.459883,73.852193,2026-08-23 10:00:00,45.0,,15.0,6.0,43.0,23.0,
Maharashtra,Pune,"Hadapsar, Pune - IITM",18.501793,73.927532,2026-08-23 10:00:00,29.0,,6.0,9.0,52.0,40.0,
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",18.45445,73.854155,2026-08-23 10:00:00,27.0,1.0,10.0,10.0,30.0,17.0,3.0
Maharashtra,Pune,"Mhada Colony, Pune - IITM",18.57304,73.927715,2026-08-23 10:00:00,2.0,,26.0,14.0,59.0,32.0,
Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",18.536457,73.805454,2026-08-23 10:00:00,36.0,,9.0,1.0,42.0,27.0,
Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598,2026-08-23 10:00:00,69.0,,20.0,4.0,59.0,27.0,12.0
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16.5038,74.3623,2026-08-23 10:00:00,18.0,1.0,4.0,8.0,26.0,25.0,5.0
Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",17.696651,74.003387,2026-08-23 10:00:00,20.0,2.0,8.0,14.0,71.0,37.0,5.0
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",17.6336264,75.9132495,2026-08-23 10:00:00,9.0,7.0,6.0,6.0,31.0,26.0,2.0
Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",17.65439,75.90649,2026-08-23 10:00:00,16.0,5.0,14.0,10.0,33.0,33.0,0.0
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",19.26777,72.97182,2026-08-23 10:00:00,30.0,0.0,12.0,8.0,42.0,32.0,7.0
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",19.222279,72.957979,2026-08-23 10:00:00,11.0,1.0,6.0,10.0,24.0,17.0,2.0
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",19.235581,73.159121,2026-08-23 10:00:00,14.0,2.0,9.0,1.0,37.0,35.0,4.0
Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",19.2307571,73.155192,2026-08-23 10:00:00,21.0,10.0,5.0,10.0,33.0,21.0,9.0
Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat -Meghalaya PCB",26.079047,91.875185,2026-08-23 10:00:00,,1.0,2.0,,,,
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,2026-08-23 10:00:00,22.0,,5.0,58.0,,15.0,29.0
Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,2026-08-23 10:00:00,9.0,0.0,0.0,17.0,,,11.0
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",23.7176342,92.7192841,2026-08-23 10:00:00,3.0,0.0,1.0,1.0,,,14.0
Nagaland,Kohima,"PWD Junction, Kohima - NPCB",25.6635413,94.0989878,2026-08-23 10:00:00,3.0,1.0,3.0,,17.0,19.0,66.0
Odisha,Angul,"Hakimapada, Angul - OSPCB",20.832874,85.104082,2026-08-23 10:00:00,54.0,5.0,6.0,27.0,32.0,18.0,8.0
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",21.51161,86.89088,2026-08-23 10:00:00,42.0,4.0,6.0,19.0,50.0,41.0,4.0
Odisha,Barbil,"Forest Office, Barbil - OSPCB",22.1166054,85.3945546,2026-08-23 10:00:00,33.0,2.0,4.0,13.0,82.0,95.0,17.0
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.941841,86.728318,2026-08-23 10:00:00,14.0,3.0,9.0,36.0,69.0,58.0,7.0
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,2026-08-23 10:00:00,39.0,3.0,16.0,16.0,49.0,47.0,8.0
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,2026-08-23 10:00:00,34.0,5.0,11.0,13.0,42.0,33.0,9.0
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,2026-08-23 10:00:00,52.0,4.0,26.0,43.0,30.0,22.0,17.0
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",20.94185,86.1151,2026-08-23 10:00:00,42.0,1.0,11.0,8.0,44.0,50.0,14.0
Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2026-08-23 10:00:00,126.0,11.0,29.0,6.0,74.0,54.0,
Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.6439,85.599355,2026-08-23 10:00:00,42.0,2.0,16.0,9.0,,32.0,19.0
Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.265816,86.174829,2026-08-23 10:00:00,17.0,3.0,6.0,2.0,49.0,26.0,12.0
Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",22.18972222,84.86277778,2026-08-23 10:00:00,,,11.0,,,,11.0
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,2026-08-23 10:00:00,45.0,1.0,13.0,3.0,72.0,68.0,3.0
Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",22.245,84.88111111,2026-08-23 10:00:00,13.0,,11.0,,32.0,11.0,
Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20.9360711,85.1707021,2026-08-23 10:00:00,22.0,7.0,83.0,17.0,,32.0,43.0
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",21.869985,85.167016,2026-08-23 10:00:00,,,,,,19.0,27.0
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",11.9309,79.8027,2026-08-23 10:00:00,17.0,3.0,10.0,22.0,40.0,25.0,7.0
Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.233011,74.907758,2026-08-23 10:00:00,17.0,,30.0,,56.0,38.0,15.0
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,2026-08-23 10:00:00,83.0,3.0,43.0,22.0,74.0,86.0,12.0
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.736056,76.209694,2026-08-23 10:00:00,56.0,11.0,20.0,19.0,49.0,58.0,12.0
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9028,75.8086,2026-08-23 10:00:00,17.0,4.0,30.0,55.0,71.0,87.0,12.0
Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30.649961,76.331442,2026-08-23 10:00:00,59.0,5.0,25.0,30.0,164.0,88.0,
Punjab,Patiala,"Model Town, Patiala - PPCB",30.349388,76.366642,2026-08-23 10:00:00,39.0,6.0,14.0,16.0,58.0,26.0,13.0
Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.0325454,76.5623046,2026-08-23 10:00:00,55.0,,26.0,,29.0,26.0,13.0
Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,2026-08-23 10:00:00,23.0,6.0,18.0,43.0,89.0,63.0,10.0
Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.554793,76.611536,2026-08-23 10:00:00,48.0,8.0,46.0,46.0,99.0,69.0,38.0
Rajasthan,Alwar,"Vigyan Nagar, Alwar - RSPCB",27.598796,76.63861,2026-08-23 10:00:00,45.0,15.0,10.0,9.0,95.0,43.0,6.0
Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",23.55519,74.44001,2026-08-23 10:00:00,19.0,3.0,32.0,30.0,74.0,28.0,8.0
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",25.106006,76.469948,2026-08-23 10:00:00,39.0,6.0,22.0,17.0,58.0,23.0,8.0
Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.747299,71.393989,2026-08-23 10:00:00,15.0,2.0,6.0,21.0,60.0,20.0,2.0
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873,2026-08-23 10:00:00,16.0,4.0,7.0,31.0,28.0,20.0,4.0
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",25.339605,74.618883,2026-08-23 10:00:00,32.0,4.0,19.0,18.0,86.0,45.0,8.0
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,2026-08-23 10:00:00,79.0,13.0,49.0,11.0,109.0,94.0,8.0
Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.018792,73.292658,2026-08-23 10:00:00,12.0,4.0,9.0,21.0,91.0,27.0,6.0
Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.435774,75.644272,2026-08-23 10:00:00,13.0,,23.0,26.0,68.0,32.0,6.0
Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,2026-08-23 10:00:00,7.0,11.0,15.0,28.0,98.0,82.0,7.0
Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,2026-08-23 10:00:00,23.0,4.0,5.0,29.0,86.0,24.0,4.0
Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.895552,76.334753,2026-08-23 10:00:00,20.0,7.0,21.0,20.0,77.0,45.0,3.0
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",26.699557,77.898881,2026-08-23 10:00:00,22.0,9.0,8.0,19.0,30.0,27.0,4.0
Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",23.837789,73.714926,2026-08-23 10:00:00,16.0,12.0,7.0,18.0,34.0,37.0,4.0
Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29.61075,74.283608,2026-08-23 10:00:00,15.0,7.0,5.0,25.0,57.0,32.0,4.0
Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.836858,2026-08-23 10:00:00,28.0,5.0,18.0,23.0,83.0,49.0,22.0
Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894,2026-08-23 10:00:00,17.0,2.0,15.0,37.0,93.0,31.0,1.0
Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.9164092,75.7994901,2026-08-23 10:00:00,38.0,21.0,51.0,31.0,84.0,78.0,14.0
Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,2026-08-23 10:00:00,18.0,3.0,36.0,39.0,98.0,76.0,
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817,2026-08-23 10:00:00,43.0,6.0,19.0,8.0,81.0,45.0,
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.730943,2026-08-23 10:00:00,15.0,9.0,29.0,22.0,98.0,79.0,21.0
Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168,2026-08-23 10:00:00,20.0,10.0,19.0,23.0,77.0,28.0,3.0
Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.344694,72.626208,2026-08-23 10:00:00,12.0,3.0,6.0,22.0,80.0,27.0,3.0
Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782,2026-08-23 10:00:00,44.0,4.0,28.0,27.0,61.0,63.0,9.0
Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577,2026-08-23 10:00:00,29.0,5.0,8.0,27.0,77.0,36.0,4.0
Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.268249,73.0193853,2026-08-23 10:00:00,12.0,5.0,24.0,14.0,66.0,39.0,8.0
Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",26.29581,73.082283,2026-08-23 10:00:00,12.0,5.0,16.0,20.0,95.0,19.0,8.0
Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.215415,73.070156,2026-08-23 10:00:00,12.0,4.0,6.0,32.0,101.0,19.0,5.0
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",26.358805,73.047444,2026-08-23 10:00:00,12.0,3.0,6.0,37.0,98.0,22.0,
Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,2026-08-23 10:00:00,15.0,,5.0,11.0,79.0,23.0,2.0
Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989,2026-08-23 10:00:00,10.0,9.0,44.0,10.0,43.0,24.0,9.0
Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",27.8015617,76.6365217,2026-08-23 10:00:00,65.0,3.0,30.0,32.0,112.0,74.0,1.0
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16409,75.858137,2026-08-23 10:00:00,12.0,3.0,16.0,30.0,64.0,27.0,9.0
Rajasthan,Kota,"Nayapura, Kota - RSPCB",25.196024,75.855668,2026-08-23 10:00:00,17.0,6.0,16.0,29.0,75.0,50.0,5.0
Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,2026-08-23 10:00:00,44.0,5.0,10.0,15.0,56.0,53.0,5.0
Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2026-08-23 10:00:00,14.0,4.0,7.0,19.0,100.0,29.0,4.0
Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",25.771061,73.340227,2026-08-23 10:00:00,41.0,6.0,18.0,19.0,,109.0,9.0
Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702,2026-08-23 10:00:00,13.0,5.0,11.0,26.0,91.0,60.0,2.0
Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.03636,73.883502,2026-08-23 10:00:00,7.0,8.0,10.0,34.0,80.0,45.0,4.0
Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327,2026-08-23 10:00:00,16.0,3.0,15.0,31.0,85.0,40.0,6.0
Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302,2026-08-23 10:00:00,15.0,10.0,9.0,24.0,130.0,58.0,4.0
